标题,小区,地区,房源信息,总价,单价,所在区
['高层南向景观好，满五唯一，全新装修，钥匙方便看房'],['利雅湾 '],['珠江新城中'],['3室2厅 | 129.91平米 | 西南 | 其他 | 高楼层(共29层) | 2004年 | 塔楼'],['2201'],"['169,425元/平']",天河区
['全新装修未住 中高层安静舒适 即买即住'],['新城海滨花园N区 '],['珠江新城东'],['3室2厅 | 148.59平米 | 东南 南 | 精装 | 中楼层(共30层) | 1990年 | 塔楼'],['2300'],"['154,789元/平']",天河区
['美林湖畔花园3房2卫  南向  采光好 通风佳 精装保养好'],['美林湖畔花园 '],['东圃'],['3室1厅 | 103.03平米 | 南 | 其他 | 中楼层(共11层) | 2005年 | 塔楼'],['688'],"['66,777元/平']",天河区
['骏景小三房，位置安静，自住保养好'],['骏景花园 '],['棠下'],['3室1厅 | 88.94平米 | 北 | 精装 | 中楼层(共14层) | 2000年 | 塔楼'],['380'],"['42,726元/平']",天河区
['美林越式，精装修保养好，正南北单位，大三房，带平台'],['美林海岸 '],['员村'],['3室2厅 | 132.97平米 | 南 | 精装 | 12层 | 2004年 | 塔楼'],['850'],"['63,925元/平']",天河区
['金融城盈彩三期 高层望花园 安静舒适 精装修'],['盈彩美居 '],['东圃'],['3室1厅 | 107.67平米 | 东北 | 精装 | 高楼层(共25层) | 2003年 | 塔楼'],['550'],"['51,083元/平']",天河区
['高层带阳台三房  厅和房都看小蛮腰景观  视野开阔'],['南国花园 '],['珠江新城东'],['3室2厅 | 108.58平米 | 西南 北 | 精装 | 高楼层(共28层) | 2006年 | 塔楼'],['1150'],"['105,913元/平']",天河区
['美林海岸三期三房满五唯一安静望江，视野开阔厅出阳台'],['美林海岸 '],['员村'],['3室2厅 | 92.72平米 | 西南 | 精装 | 18层 | 2006年 | 塔楼'],['820'],"['88,439元/平']",天河区
['凯旋新世界 户型正 中层单边位 通风采光好 望珠江公园'],['凯旋新世界枫丹丽舍 '],['珠江新城东'],['3室2厅 | 150.69平米 | 西北 | 其他 | 中楼层(共22层) | 2005年 | 塔楼'],['2999'],"['199,018元/平']",天河区
['电梯平层入户，实用3房安静南向，装修保养好'],['诚居花园 '],['员村'],['3室1厅 | 70.33平米 | 南 北 | 其他 | 低楼层(共9层) | 1996年 | 塔楼'],['298'],"['42,372元/平']",天河区
['珠江新城东 环境优美  电梯大三房'],['旭日雅苑 '],['员村'],['3室2厅 | 94.22平米 | 西南 | 精装 | 中楼层(共28层)  | 塔楼'],['675'],"['71,641元/平']",天河区
['旭日雅苑 原装电梯 原始格局南向三房二卫'],['旭日雅苑 '],['员村'],['3室2厅 | 94.28平米 | 西南 | 其他 | 中楼层(共11层) | 2012年 | 塔楼'],['580'],"['61,519元/平']",天河区
['美林湖畔花园3房2卫  南向  采光好 通风佳 精装保养好'],['美林湖畔花园 '],['东圃'],['3室1厅 | 103.03平米 | 南 | 其他 | 中楼层(共11层) | 2005年 | 塔楼'],['688'],"['66,777元/平']",天河区
['金融城盈彩三期 高层望花园 安静舒适 精装修'],['盈彩美居 '],['东圃'],['3室1厅 | 107.67平米 | 东北 | 精装 | 高楼层(共25层) | 2003年 | 塔楼'],['550'],"['51,083元/平']",天河区
['东向开阔大四房，户型方正实用，中海物业，业主诚意卖'],['中海璟晖华庭 '],['珠江新城中'],['4室2厅 | 194.24平米 | 东 | 精装 | 中楼层(共32层) | 2007年 | 塔楼'],['2100'],"['108,114元/平']",天河区
['旭日雅苑 原装电梯三房双阳台 户型方正 诚心放卖'],['旭日雅苑 '],['员村'],['3室1厅 | 94.28平米 | 西 | 其他 | 低楼层(共11层) | 2012年 | 塔楼'],['610'],"['64,701元/平']",天河区
['高层视野开阔 安静不吵 近地铁 小区配套设施齐全'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.5平米 | 东北 | 其他 | 低楼层(共44层) | 2018年 | 塔楼'],['520'],"['65,409元/平']",天河区
['金融城北区 天朗明居中高层东向小三房 采光充足通风好'],['富力天朗明居 '],['棠下'],['3室2厅 | 81.02平米 | 东 | 其他 | 中楼层(共18层) | 2002年 | 塔楼'],['350'],"['43,200元/平']",天河区
['房子满五，自住保养好，东南安静望花园'],['兰亭盛荟 '],['东圃'],['3室2厅 | 90.85平米 | 东南 | 精装 | 中楼层(共29层) | 2018年 | 塔楼'],['660'],"['72,648元/平']",天河区
['兰亭盛荟 3室1厅 西南'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.91平米 | 西南 | 精装 | 低楼层(共44层) | 2018年 | 塔楼'],['499'],"['62,446元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['兰亭盛荟 '],['东圃'],['3室2厅 | 81.17平米 | 西北 东北 | 其他 | 中楼层(共39层) | 2018年 | 塔楼'],['500'],"['61,600元/平']",天河区
['金融城北区 骏景花园南苑精装2+1房 光线充足通风好'],['骏景花园 '],['棠下'],['3室2厅 | 76.75平米 | 北 | 其他 | 低楼层(共19层) | 2003年 | 塔楼'],['395'],"['51,466元/平']",天河区
['南向望花园，安静不吵，带平台20方，平台可+1房'],['美林海岸 '],['员村'],['3室2厅 | 109.45平米 | 南 北 | 精装 | 18层 | 2004年 | 塔楼'],['777'],"['70,992元/平']",天河区
['菁品园 带平台三房 全新装修 证过五年 安静望花园'],['盈彩美居 '],['东圃'],['3室2厅 | 91.48平米 | 北 | 其他 | 低楼层(共18层) | 2003年 | 塔楼'],['556'],"['60,779元/平']",天河区
['东南向望花园 户型方正实用 采光通风好 业主诚心出'],['汇友苑 '],['东圃'],['3室2厅 | 104.92平米 | 南 | 精装 | 低楼层(共19层) | 2002年 | 塔楼'],['499'],"['47,561元/平']",天河区
['金融城 南北对流三房 通风采光好 证过五年不唯一'],['骏景花园 '],['棠下'],['3室2厅 | 104.68平米 | 北 | 简装 | 高楼层(共20层) | 2003年 | 塔楼'],['575'],"['54,930元/平']",天河区
['三期 菁品园 高层 南向看珠江 户型方正'],['盈彩美居 '],['东圃'],['3室1厅 | 96.76平米 | 南 | 其他 | 高楼层(共25层) | 2003年 | 塔楼'],['600'],"['62,010元/平']",天河区
['电梯新装修三房 使用率高 业主诚心放卖！'],['诚居花园 '],['员村'],['3室1厅 | 76.62平米 | 南 | 精装 | 中楼层(共9层) | 1996年 | 塔楼'],['325'],"['42,418元/平']",天河区
['东南电梯三房 户型方正实用 通风采光好'],['美林湖畔花园 '],['东圃'],['3室1厅 | 90.05平米 | 东南 | 简装 | 中楼层(共11层) | 2005年 | 塔楼'],['550'],"['61,078元/平']",天河区
['天河公园 精装原装电梯房 安静不吵 正南朝向 有大露台'],['宇立轩 '],['员村'],['3室2厅 | 93平米 | 南 北 | 其他 | 低楼层(共12层) | 2007年 | 塔楼'],['550'],"['59,140元/平']",天河区
['40方私家平台 安静双开间朝南加主套 提前约看'],['穗乐花园 '],['员村'],['3室2厅 | 75.89平米 | 南 | 简装 | 低楼层(共7层) | 1990年 | 塔楼'],['330'],"['43,484元/平']",天河区
['满五年 业主诚心卖 看房方便 户型好'],['棠利大厦 '],['棠下'],['3室2厅 | 93.76平米 | 南 | 其他 | 高楼层(共9层) | 1999年 | 板楼'],['230'],"['24,531元/平']",天河区
['天河公园，南向安静望花园三房，户型方正，装修保养好'],['诚居花园 '],['员村'],['3室2厅 | 84.23平米 | 南 | 精装 | 高楼层(共9层) | 1996年 | 塔楼'],['300'],"['35,617元/平']",天河区
['兰亭高层南向三房 业主诚心放盘  高层看江视野开阔'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.53平米 | 西北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['448'],"['56,331元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['兰亭盛荟 '],['东圃'],['3室1厅 | 89.41平米 | 东北 | 精装 | 低楼层(共29层) | 2018年 | 塔楼'],['526'],"['58,831元/平']",天河区
['装修保养好 安静不吵 通风采光好 视野开阔 近地铁'],['兰亭盛荟 '],['东圃'],['3室2厅 | 78.33平米 | 西北 东北 | 精装 | 中楼层(共40层) | 2018年 | 塔楼'],['518'],"['66,131元/平']",天河区
['兰亭二期  装修保养嘎嘎好 给全屋家私电 拎包入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 79.99平米 | 北 | 其他 | 中楼层(共33层) | 2018年 | 塔楼'],['630'],"['78,760元/平']",天河区
['视野开阔，安静宜居，保养好，诚意放盘'],['兰亭盛荟 '],['东圃'],['3室2厅 | 109平米 | 南 | 其他 | 低楼层(共33层) | 2018年 | 塔楼'],['900'],"['82,569元/平']",天河区
['三期安静望花园，开发商样板间，精装修可伶包入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 79.9平米 | 北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['460'],"['57,572元/平']",天河区
['金融城 大三房 安静看花园 望泳池 景观好'],['盈彩美居 '],['东圃'],['3室2厅 | 107.67平米 | 北 东北 | 精装 | 中楼层(共25层) | 2003年 | 塔楼'],['650'],"['60,370元/平']",天河区
['东南望江望琶洲，视野好，满五年税费少'],['美林海岸 '],['员村'],['3室1厅 | 95.73平米 | 东南 | 简装 | 12层 | 2004年 | 塔楼'],['820'],"['85,658元/平']",天河区
['大花园，南国方正小三房，采光好，看房方便'],['南国花园 '],['珠江新城东'],['3室2厅 | 108.58平米 | 北 | 精装 | 低楼层(共28层) | 2006年 | 塔楼'],['1050'],"['96,703元/平']",天河区
['40方私家平台 安静双开间朝南加主套 提前约看'],['穗乐花园 '],['员村'],['3室2厅 | 75.89平米 | 南 | 简装 | 低楼层(共7层) | 1990年 | 塔楼'],['330'],"['43,484元/平']",天河区
['满五年 业主诚心卖 看房方便 户型好'],['棠利大厦 '],['棠下'],['3室2厅 | 93.76平米 | 南 | 其他 | 高楼层(共9层) | 1999年 | 板楼'],['230'],"['24,531元/平']",天河区
['鸿运花园 一梯一户 全新精装3房 正南向，采光格局好'],['天河鸿运花园 '],['天河公园'],['3室2厅 | 101平米 | 南 | 其他 | 高楼层(共9层) | 1999年 | 塔楼'],['360'],"['35,644元/平']",天河区
['小区户型方正，安静光线好，全新未入住，'],['兰亭盛荟 '],['东圃'],['3室2厅 | 90.03平米 | 西北 | 精装 | 低楼层(共44层) | 2018年 | 塔楼'],['545'],"['60,536元/平']",天河区
['业主诚意卖房，房子方正，保养好，看房约'],['诚居花园 '],['员村'],['3室1厅 | 72.66平米 | 南 | 简装 | 低楼层(共9层) | 1996年 | 塔楼'],['250'],"['34,407元/平']",天河区
['金融城板块，次新楼，中高楼层，业主诚意放卖！'],['兰亭盛荟 '],['东圃'],['3室2厅 | 79.86平米 | 东南 | 其他 | 中楼层(共40层) | 2018年 | 塔楼'],['550'],"['68,871元/平']",天河区
['兰亭高层南向三房 业主诚心放盘  高层看江视野开阔'],['兰亭盛荟 '],['东圃'],['3室1厅 | 79.53平米 | 西北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['448'],"['56,331元/平']",天河区
['天河公园，南向安静望花园三房，户型方正，装修保养好'],['诚居花园 '],['员村'],['3室2厅 | 84.23平米 | 南 | 精装 | 高楼层(共9层) | 1996年 | 塔楼'],['300'],"['35,617元/平']",天河区
['金融城美林海岸，两房的预算可买东南向三房'],['美林海岸 '],['员村'],['3室2厅 | 70.57平米 | 东南 | 精装 | 12层 | 2004年 | 塔楼'],['470'],"['66,601元/平']",天河区
['金融城小面积刚需三房 望花园安静 产权满五年'],['骏景花园 '],['棠下'],['3室2厅 | 85.46平米 | 北 | 简装 | 低楼层(共19层) | 2003年 | 塔楼'],['395'],"['46,221元/平']",天河区
['天河公园 广海花园 电梯精装3房 安静不吵 诚心卖'],['广海花园 '],['天河公园'],['3室1厅 | 73.15平米 | 西南 | 精装 | 高楼层(共10层) | 1998年 | 塔楼'],['330'],"['45,113元/平']",天河区
['南国花园 厅出阳台三房  望广州塔  视野开阔'],['南国花园 '],['珠江新城东'],['3室1厅 | 108.58平米 | 西南 | 简装 | 中楼层(共28层) | 2006年 | 塔楼'],['1000'],"['92,098元/平']",天河区
['6栋高层一线望江景，南北对流，视野开阔，诚心出'],['兰亭盛荟 '],['东圃'],['3室2厅 | 103.19平米 | 南 | 精装 | 高楼层(共33层) | 2018年 | 塔楼'],['850'],"['82,373元/平']",天河区
['骏景小三房，位置安静，自住保养好'],['骏景花园 '],['棠下'],['3室1厅 | 88.94平米 | 北 | 精装 | 中楼层(共14层) | 2000年 | 塔楼'],['380'],"['42,726元/平']",天河区
['东向开阔大四房，户型方正实用，中海物业，业主诚意卖'],['中海璟晖华庭 '],['珠江新城中'],['4室2厅 | 194.24平米 | 东 | 精装 | 中楼层(共32层) | 2007年 | 塔楼'],['2100'],"['108,114元/平']",天河区
['金融城盈彩三期 高层望花园 安静舒适 精装修'],['盈彩美居 '],['东圃'],['3室1厅 | 107.67平米 | 东北 | 精装 | 高楼层(共25层) | 2003年 | 塔楼'],['550'],"['51,083元/平']",天河区
['兰亭盛荟 3室2厅 南 北'],['兰亭盛荟 '],['东圃'],['3室2厅 | 92.13平米 | 南 北 | 其他 | 高楼层(共33层) | 2018年 | 塔楼'],['850'],"['92,261元/平']",天河区
['热门小区保利心语 高层两房 满五'],['保利心语 '],['珠江新城中'],['2室2厅 | 81.09平米 | 北 | 其他 | 高楼层(共32层) | 2009年 | 板塔结合'],['880'],"['108,522元/平']",天河区
['实用三房，通风采光好。看房方便。'],['美林湖畔花园 '],['东圃'],['3室2厅 | 96.47平米 | 西北 | 简装 | 中楼层(共11层) | 2005年 | 塔楼'],['508'],"['52,659元/平']",天河区
['保利心语 舒适带70方露台 实用2+1户型 安静不吵'],['保利心语 '],['珠江新城中'],['2室2厅 | 73.28平米 | 北 | 精装 | 低楼层(共32层) | 2009年 | 板塔结合'],['980'],"['133,734元/平']",天河区
['美林湖畔花园3房2卫  南向  采光好 通风佳 精装保养好'],['美林湖畔花园 '],['东圃'],['3室1厅 | 103.03平米 | 南 | 其他 | 中楼层(共11层) | 2005年 | 塔楼'],['688'],"['66,777元/平']",天河区
['美林越式，精装修保养好，正南北单位，大三房，带平台'],['美林海岸 '],['员村'],['3室2厅 | 132.97平米 | 南 | 精装 | 12层 | 2004年 | 塔楼'],['850'],"['63,925元/平']",天河区
['美林湖畔 四期高层电梯三房  楼层好 视野开阔'],['美林湖畔花园 '],['东圃'],['3室2厅 | 101.82平米 | 南 北 | 精装 | 中楼层(共24层) | 2006年 | 塔楼'],['580'],"['56,964元/平']",天河区
['店长特推必看 东南向3+1房、高层望公园/全新未入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 94.95平米 | 东南 | 精装 | 高楼层(共39层) | 2018年 | 塔楼'],['580'],"['61,085元/平']",天河区
['金碧华府南向3房 装修保养好视野开阔'],['金碧华府 '],['珠江新城东'],['3室2厅 | 145.85平米 | 南 北 | 精装 | 高楼层(共18层) | 2004年 | 塔楼'],['1900'],"['130,271元/平']",天河区
['尚东君御 高层大4房 装修保养好 看房方便'],['尚东君御雅苑 '],['珠江新城中'],['4室2厅 | 176.73平米 | 东北 | 其他 | 中楼层(共46层) | 2014年 | 塔楼'],['1900'],"['107,509元/平']",天河区
['视野开阔，安静宜居，保养好，诚意放盘'],['兰亭盛荟 '],['东圃'],['3室2厅 | 109平米 | 南 | 其他 | 低楼层(共33层) | 2018年 | 塔楼'],['900'],"['82,569元/平']",天河区
['东南向望花园 户型方正实用 采光通风好 业主诚心出'],['汇友苑 '],['东圃'],['3室2厅 | 104.92平米 | 南 | 精装 | 低楼层(共19层) | 2002年 | 塔楼'],['499'],"['47,561元/平']",天河区
['菁品园 带平台三房 全新装修 证过五年 安静望花园'],['盈彩美居 '],['东圃'],['3室2厅 | 91.48平米 | 北 | 其他 | 低楼层(共18层) | 2003年 | 塔楼'],['556'],"['60,779元/平']",天河区
['三期 菁品园 高层 南向看珠江 户型方正'],['盈彩美居 '],['东圃'],['3室1厅 | 96.76平米 | 南 | 其他 | 高楼层(共25层) | 2003年 | 塔楼'],['600'],"['62,010元/平']",天河区
['电梯新装修三房 使用率高 业主诚心放卖！'],['诚居花园 '],['员村'],['3室1厅 | 76.62平米 | 南 | 精装 | 中楼层(共9层) | 1996年 | 塔楼'],['325'],"['42,418元/平']",天河区
['精装修安静大3房 采光好 无遮挡'],['黄埔大道中锦明街 '],['天河公园'],['3室2厅 | 73.46平米 | 北 | 精装 | 低楼层(共9层)  | 塔楼'],['275'],"['37,436元/平']",天河区
['兰亭二期  装修保养嘎嘎好 给全屋家私电 拎包入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 79.99平米 | 北 | 其他 | 中楼层(共33层) | 2018年 | 塔楼'],['630'],"['78,760元/平']",天河区
['金融城北区 天朗明居中高层东向小三房 采光充足通风好'],['富力天朗明居 '],['棠下'],['3室2厅 | 81.02平米 | 东 | 其他 | 中楼层(共18层) | 2002年 | 塔楼'],['350'],"['43,200元/平']",天河区
['房子满五，自住保养好，东南安静望花园'],['兰亭盛荟 '],['东圃'],['3室2厅 | 90.85平米 | 东南 | 精装 | 中楼层(共29层) | 2018年 | 塔楼'],['660'],"['72,648元/平']",天河区
['美林湖畔花园 实用性3+2 看房方便 安静看杨桃公园'],['美林湖畔花园 '],['东圃'],['3室1厅 | 100.23平米 | 南 北 | 简装 | 中楼层(共11层) | 2005年 | 塔楼'],['600'],"['59,863元/平']",天河区
['三期安静望花园，开发商样板间，精装修可伶包入住'],['兰亭盛荟 '],['东圃'],['3室2厅 | 79.9平米 | 北 | 精装 | 高楼层(共44层) | 2018年 | 塔楼'],['460'],"['57,572元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['兰亭盛荟 '],['东圃'],['3室1厅 | 89.41平米 | 东北 | 精装 | 低楼层(共29层) | 2018年 | 塔楼'],['526'],"['58,831元/平']",天河区
['楼层采光好，业主诚心卖，看房方便'],['美林湖畔花园 '],['东圃'],['3室2厅 | 96.44平米 | 北 | 其他 | 中楼层(共11层) | 2005年 | 塔楼'],['530'],"['54,957元/平']",天河区
